EmpID,Age,Gender,Unit,Role,CertificationLevel,YearsExperience,ShiftPattern,WeeklyPatientLoad,OvertimeHoursPerWeek,AnnualSalary,HasDependents,CommuteMinutes,ManagerSupportScore,PeerSupportScore,BurnoutIndex
1305,36,Non-Binary,Emergency,Triage Nurse,Intermediate,7,Night,11,5,79660,No,54,3,3,6.6
1306,47,Non-Binary,Lab & Diagnostics,Phlebotomist,Intermediate,16,Day,35,0,108248,Yes,28,4,4,5.0
1307,55,Female,Administration,Office Manager,Advanced,7,Swing,0,20,74533,Yes,63,5,2,4.6
1308,29,Female,Surgery,Surgeon,Specialist,6,Swing,44,20,313907,No,74,5,4,7.0
1309,25,Non-Binary,ICU,ICU Nurse,Intermediate,0,Day,39,0,128440,Yes,47,2,3,8.0
1310,57,Male,Emergency,Paramedic,Entry,31,Night,45,10,32797,No,19,4,1,8.0
1311,60,Non-Binary,General Ward,Registered Nurse,Entry,7,Day,44,10,110184,Yes,64,4,2,6.7
1312,40,Female,General Ward,Ward Clerk,Intermediate,10,Swing,34,15,52908,Yes,57,5,1,5.3
1313,65,Female,Facilities,Environmental Services,Specialist,23,Rotating 12h,0,15,36405,No,54,4,5,4.7
1314,50,Male,Emergency,Paramedic,Specialist,18,Night,37,15,33346,No,52,2,5,8.8
1315,57,Non-Binary,Emergency,Paramedic,Advanced,0,Swing,40,15,126236,Yes,5,3,3,8.3
1316,38,Male,General Ward,Ward Clerk,Specialist,2,Swing,32,10,171191,Yes,27,1,4,6.8
1317,38,Non-Binary,Administration,Medical Records Clerk,Entry,8,Night,0,20,64169,No,28,1,3,8.4
1318,64,Female,Surgery,Surgical Technician,Entry,26,Swing,27,20,122616,No,47,5,3,7.1
1319,52,Male,Lab & Diagnostics,MRI Technician,Advanced,22,Day,69,20,99719,Yes,37,5,5,7.3
1320,55,Non-Binary,Administration,Office Manager,Entry,16,Swing,0,30,35353,Yes,8,2,1,6.2
1321,44,Female,ICU,Intensivist,Advanced,0,Swing,39,5,180187,No,38,2,1,6.7
1322,24,Non-Binary,Surgery,Surgical Technician,Specialist,1,Rotating 12h,9,0,108775,Yes,24,2,3,7.8
1323,39,Male,Surgery,OR Coordinator,Specialist,3,Rotating 12h,26,10,176618,No,37,1,1,6.8
1324,22,Female,Emergency,ER Physician,Entry,0,Swing,32,10,100980,No,26,2,4,7.9
1325,62,Female,Surgery,Surgical Nurse,Entry,13,Swing,14,15,158239,Yes,23,4,2,4.8
1326,31,Male,Outpatient,Medical Assistant,Entry,8,Rotating 12h,76,15,155870,No,12,2,3,7.7
1327,60,Male,Administration,Medical Records Clerk,Intermediate,33,Night,0,15,83050,No,28,2,2,7.7
1328,63,Female,Outpatient,Nurse Practitioner,Entry,21,Swing,27,10,142517,No,71,5,2,5.5
1329,26,Non-Binary,Emergency,ER Physician,Entry,0,Rotating 12h,40,15,79811,Yes,27,3,5,6.2
1330,53,Female,Emergency,Paramedic,Entry,5,Swing,42,0,165154,No,63,5,3,5.5
1331,43,Non-Binary,General Ward,CNA,Intermediate,4,Night,34,20,89257,Yes,26,1,3,9.5
1332,34,Non-Binary,Surgery,OR Coordinator,Specialist,0,Swing,22,10,171754,Yes,72,4,4,4.2
1333,39,Male,Lab & Diagnostics,Pathologist,Intermediate,13,Rotating 12h,55,30,192111,No,66,1,2,7.5
1334,43,Non-Binary,Outpatient,Medical Assistant,Intermediate,14,Night,77,20,92814,No,9,1,5,9.7
1335,36,Female,Administration,Admin Assistant,Advanced,1,Day,0,10,82285,Yes,72,2,1,6.1
1336,43,Non-Binary,Pharmacy,Pharmacy Technician,Advanced,7,Day,34,15,149138,No,36,2,1,7.1
1337,43,Non-Binary,Surgery,Anesthesiologist,Intermediate,0,Rotating 12h,24,10,275072,Yes,8,1,3,7.7
1338,40,Female,General Ward,Charge Nurse,Entry,4,Rotating 12h,33,20,34126,Yes,6,1,4,9.4
1339,36,Female,Surgery,Anesthesiologist,Entry,8,Night,15,30,292505,No,41,2,5,8.5
1340,38,Female,Outpatient,Scheduler,Specialist,9,Day,15,10,129343,No,67,4,5,4.0
1341,59,Male,Pharmacy,Clinical Pharmacist,Intermediate,13,Swing,49,20,150617,Yes,32,1,4,8.1
1342,49,Male,Outpatient,Nurse Practitioner,Specialist,18,Swing,28,0,80750,Yes,50,5,1,4.3
1343,47,Non-Binary,Emergency,ER Technician,Advanced,3,Rotating 12h,9,5,38970,Yes,36,3,1,6.5
1344,40,Male,Administration,Admin Assistant,Entry,0,Day,0,0,43941,Yes,74,2,2,5.3
1345,44,Male,Emergency,Paramedic,Advanced,12,Swing,18,15,115496,Yes,62,2,2,6.1
1346,49,Female,Outpatient,Medical Assistant,Intermediate,3,Rotating 12h,71,5,95972,No,10,3,2,7.0
1347,61,Non-Binary,Emergency,Paramedic,Entry,1,Swing,26,0,89570,No,16,3,2,6.0
1348,68,Male,ICU,Respiratory Therapist,Entry,21,Swing,16,15,116420,Yes,45,3,4,6.7
1349,31,Male,General Ward,CNA,Advanced,0,Night,28,0,138430,Yes,50,3,2,5.4
1350,32,Female,Pharmacy,Pharmacist,Entry,5,Swing,69,0,44826,Yes,42,3,3,6.7
1351,51,Female,Facilities,Environmental Services,Specialist,8,Night,0,0,37092,No,17,5,5,4.2
1352,31,Female,Administration,Admin Assistant,Entry,4,Rotating 12h,0,0,82885,Yes,37,1,2,5.3
1353,27,Female,Lab & Diagnostics,Radiologist,Entry,2,Day,71,0,335762,Yes,45,3,1,5.1
1354,48,Non-Binary,Lab & Diagnostics,Lab Technician,Advanced,8,Night,16,10,177883,No,29,2,2,6.5
1355,23,Non-Binary,General Ward,Registered Nurse,Advanced,1,Night,25,10,82286,Yes,6,1,2,8.7
1356,47,Female,ICU,ICU Nurse,Specialist,9,Rotating 12h,30,0,135706,No,14,1,1,7.8
1357,24,Male,General Ward,CNA,Entry,2,Night,35,5,169630,No,17,3,5,6.4
1358,28,Non-Binary,Lab & Diagnostics,MRI Technician,Advanced,0,Swing,66,5,33845,Yes,8,4,4,5.0
1359,65,Male,Surgery,Surgical Nurse,Specialist,15,Day,26,10,137997,No,56,2,5,5.7
1360,55,Male,Administration,Admin Assistant,Advanced,18,Swing,0,0,80502,Yes,39,2,1,5.0
1361,37,Female,Lab & Diagnostics,Lab Technician,Specialist,11,Night,54,10,77118,Yes,7,1,4,9.0
1362,37,Female,Surgery,Surgical Nurse,Intermediate,2,Day,21,20,150701,Yes,40,2,1,8.8
1363,25,Male,Pharmacy,Pharmacy Technician,Intermediate,2,Swing,36,5,39818,No,72,5,3,5.1
1364,22,Male,Administration,Office Manager,Specialist,0,Day,0,10,82187,Yes,69,1,5,5.1
1365,64,Male,General Ward,Charge Nurse,Specialist,33,Rotating 12h,44,30,137498,No,16,2,4,10.0
1366,66,Non-Binary,ICU,Respiratory Therapist,Entry,38,Night,17,10,47428,No,49,4,3,7.7
1367,54,Male,Facilities,Facilities Manager,Advanced,23,Day,0,0,50692,No,47,4,5,3.2
1368,38,Non-Binary,Emergency,ER Physician,Advanced,3,Swing,23,20,111730,Yes,29,4,1,7.0
1369,25,Female,Administration,Office Manager,Intermediate,0,Swing,0,5,75108,No,62,3,3,4.1
1370,65,Male,Facilities,Safety Officer,Specialist,40,Day,0,5,53295,No,69,1,3,5.6
1371,38,Female,General Ward,Ward Clerk,Entry,6,Swing,37,5,82806,No,19,1,4,6.8
1372,23,Male,Outpatient,Scheduler,Advanced,0,Day,18,20,119616,Yes,27,3,1,6.5
1373,46,Female,Surgery,Surgical Nurse,Specialist,14,Night,35,10,133681,No,40,4,3,6.3
1374,25,Male,Outpatient,Scheduler,Specialist,1,Swing,33,0,68799,Yes,12,3,1,5.7
1375,23,Female,General Ward,Registered Nurse,Intermediate,0,Day,28,0,55658,No,9,5,1,5.0
1376,54,Female,Surgery,Anesthesiologist,Advanced,26,Day,27,0,212651,Yes,20,1,2,6.4
1377,24,Non-Binary,Outpatient,Medical Assistant,Specialist,2,Rotating 12h,45,20,47920,Yes,24,4,4,7.7
1378,56,Non-Binary,Emergency,ER Technician,Advanced,15,Day,27,10,143975,Yes,39,1,1,7.5
1379,62,Male,General Ward,Registered Nurse,Intermediate,26,Swing,31,15,98287,No,66,4,3,5.1
1380,62,Non-Binary,Emergency,Triage Nurse,Advanced,0,Night,18,0,152825,No,19,2,2,7.3
1381,38,Male,Administration,HR Coordinator,Specialist,2,Swing,0,0,55617,No,5,1,3,4.8
1382,66,Female,ICU,ICU Technician,Specialist,32,Rotating 12h,32,0,140871,Yes,28,4,4,7.3
1383,42,Non-Binary,Lab & Diagnostics,Radiologist,Entry,3,Rotating 12h,76,5,156857,No,64,3,4,7.1
1384,47,Non-Binary,Facilities,Safety Officer,Advanced,15,Night,0,0,54435,No,59,4,3,4.6
1385,48,Male,Administration,Admin Assistant,Specialist,8,Swing,0,20,37595,No,55,2,5,5.6
1386,41,Non-Binary,Emergency,ER Technician,Advanced,14,Night,28,5,167053,No,54,1,2,6.7
1387,66,Female,Administration,Admin Assistant,Intermediate,0,Day,0,20,65928,No,66,2,4,5.1
1388,37,Non-Binary,Outpatient,Medical Assistant,Advanced,13,Swing,77,0,53193,No,13,2,3,6.4
1389,26,Male,Surgery,Surgical Nurse,Advanced,4,Night,15,20,77838,No,9,2,3,8.6
1390,63,Male,Outpatient,Scheduler,Specialist,33,Rotating 12h,17,15,49859,Yes,40,5,3,7.0
1391,25,Female,Administration,Office Manager,Entry,0,Swing,0,5,53242,No,28,3,5,3.7
1392,66,Female,ICU,Respiratory Therapist,Entry,13,Day,37,10,110954,No,44,4,1,7.5
1393,32,Female,Administration,Billing Specialist,Specialist,3,Rotating 12h,0,0,82293,No,14,3,4,4.8
1394,38,Male,Outpatient,Physician,Entry,16,Rotating 12h,24,5,59251,No,62,5,5,5.8
1395,38,Female,Lab & Diagnostics,Radiologist,Intermediate,1,Day,26,10,190519,No,50,3,5,5.6
1396,26,Male,General Ward,Nurse Practitioner,Entry,1,Night,26,10,98388,Yes,14,4,3,6.8
1397,26,Male,Administration,Billing Specialist,Specialist,2,Day,0,15,36602,No,30,1,4,6.2
1398,37,Female,Pharmacy,Pharmacy Technician,Entry,13,Rotating 12h,19,5,166720,Yes,7,1,1,6.2
1399,33,Female,Lab & Diagnostics,Lab Technician,Entry,5,Rotating 12h,58,15,47544,Yes,32,5,1,8.3
1400,64,Male,Emergency,ER Technician,Specialist,20,Swing,14,5,117886,No,42,4,4,4.7
1401,58,Non-Binary,Emergency,Paramedic,Specialist,3,Night,29,5,47536,Yes,39,5,1,5.3
1402,55,Male,Surgery,Surgical Nurse,Specialist,30,Night,39,0,116273,Yes,43,1,2,8.2
1403,46,Male,Emergency,ER Physician,Specialist,21,Swing,18,10,157998,No,59,2,5,6.5
1404,30,Female,Emergency,Triage Nurse,Specialist,8,Rotating 12h,24,5,78806,No,54,1,1,7.3
1405,28,Non-Binary,Pharmacy,Clinical Pharmacist,Advanced,6,Swing,70,5,66676,Yes,59,5,3,5.6
1406,37,Non-Binary,Emergency,ER Physician,Specialist,3,Swing,40,20,51257,No,47,1,3,9.0
1407,29,Female,Facilities,Facilities Manager,Specialist,3,Night,0,5,43939,Yes,57,5,3,4.7
1408,67,Non-Binary,Emergency,Paramedic,Advanced,12,Rotating 12h,35,15,98924,No,6,2,3,8.8
1409,54,Male,Outpatient,Physician,Advanced,14,Night,30,20,147143,Yes,35,3,2,8.2
1410,61,Non-Binary,General Ward,Registered Nurse,Advanced,25,Night,13,10,69562,No,14,4,5,5.4
1411,60,Non-Binary,General Ward,CNA,Advanced,29,Night,17,15,178512,Yes,19,5,1,7.4
1412,53,Male,Outpatient,Scheduler,Specialist,8,Rotating 12h,36,10,36365,No,7,5,4,6.2
1413,58,Female,Facilities,Maintenance Technician,Intermediate,29,Day,0,10,54523,No,45,5,2,5.3
1414,68,Female,Outpatient,Medical Assistant,Intermediate,30,Rotating 12h,26,5,113904,Yes,41,5,2,5.3
1415,61,Male,General Ward,Charge Nurse,Advanced,19,Rotating 12h,43,5,147784,No,36,3,1,7.6
1416,25,Non-Binary,Outpatient,Nurse Practitioner,Intermediate,2,Rotating 12h,41,10,71851,No,41,4,1,7.6
1417,58,Male,Emergency,ER Physician,Advanced,36,Rotating 12h,34,10,148307,Yes,63,2,4,9.7
1418,54,Male,Administration,HR Coordinator,Advanced,3,Rotating 12h,0,0,72255,Yes,13,4,5,4.1
1419,61,Non-Binary,General Ward,Charge Nurse,Entry,6,Night,34,5,145387,No,33,5,5,6.8
1420,39,Female,Outpatient,Medical Assistant,Entry,4,Rotating 12h,23,5,172692,Yes,8,4,3,5.6
1421,47,Non-Binary,Emergency,Triage Nurse,Specialist,19,Day,23,5,75851,No,40,2,2,6.9
1422,38,Female,ICU,ICU Technician,Specialist,4,Rotating 12h,17,15,152079,Yes,7,2,2,7.5
1423,26,Non-Binary,Pharmacy,Pharmacy Technician,Entry,3,Night,32,20,114240,Yes,67,4,1,8.4
1424,55,Female,Emergency,ER Physician,Entry,7,Day,25,30,158952,Yes,17,5,4,5.5
1425,49,Female,Emergency,Paramedic,Intermediate,18,Rotating 12h,34,10,109509,No,47,3,4,9.7
1426,57,Male,Facilities,Environmental Services,Entry,35,Rotating 12h,0,10,43965,Yes,25,1,2,6.8
1427,25,Non-Binary,Emergency,ER Technician,Specialist,0,Day,43,0,48069,No,44,5,1,6.8
1428,44,Female,Surgery,Anesthesiologist,Intermediate,6,Rotating 12h,28,5,305154,No,55,5,2,5.2
1429,54,Male,Emergency,Triage Nurse,Specialist,26,Rotating 12h,39,5,128338,Yes,56,1,1,9.6
1430,62,Female,Administration,Admin Assistant,Intermediate,27,Night,0,5,74301,No,12,2,1,6.4
1431,32,Non-Binary,Emergency,Paramedic,Specialist,8,Swing,13,20,161670,No,47,4,3,7.0
1432,38,Non-Binary,Emergency,Paramedic,Entry,13,Night,32,0,125523,No,62,5,3,5.5
1433,46,Female,General Ward,Registered Nurse,Intermediate,11,Swing,23,10,79541,No,60,3,2,6.1
1434,65,Non-Binary,Emergency,ER Technician,Entry,29,Rotating 12h,16,30,66192,No,35,3,1,9.1
1435,54,Non-Binary,Administration,Billing Specialist,Specialist,31,Rotating 12h,0,0,54610,Yes,30,2,2,6.3
1436,28,Non-Binary,Administration,Billing Specialist,Intermediate,0,Day,0,5,83825,No,50,3,1,4.6
1437,63,Female,Emergency,ER Nurse,Intermediate,3,Day,13,10,106359,Yes,58,3,3,6.6
1438,39,Non-Binary,Outpatient,Medical Assistant,Specialist,16,Day,58,5,58245,No,34,5,4,5.8
1439,51,Non-Binary,Emergency,ER Technician,Advanced,29,Day,33,0,39589,No,24,4,2,6.2
1440,37,Female,Administration,Admin Assistant,Intermediate,3,Night,0,15,58009,No,24,4,5,5.1
1441,28,Female,General Ward,CNA,Intermediate,4,Day,13,5,160308,Yes,51,5,4,4.3
1442,68,Female,Administration,Office Manager,Advanced,28,Swing,0,10,38276,No,45,4,5,3.6
1443,36,Male,Outpatient,Scheduler,Intermediate,4,Swing,48,15,39174,No,7,5,4,5.5
1444,64,Female,Administration,Office Manager,Entry,32,Day,0,0,77895,No,25,5,2,4.5
1445,34,Male,General Ward,Charge Nurse,Entry,1,Night,28,5,92431,No,38,2,2,7.9
1446,59,Female,Facilities,Environmental Services,Intermediate,28,Rotating 12h,0,20,38579,No,42,1,5,7.8
1447,65,Non-Binary,General Ward,Charge Nurse,Intermediate,12,Night,11,20,108788,No,54,4,1,8.0
1448,52,Non-Binary,Emergency,Triage Nurse,Entry,1,Swing,43,10,83405,No,29,1,4,8.3
1449,33,Male,Emergency,Triage Nurse,Entry,0,Day,35,0,70742,Yes,72,1,2,6.5
1450,57,Male,Facilities,Maintenance Technician,Specialist,26,Night,0,10,35619,Yes,20,5,1,6.3
1451,42,Female,General Ward,Nurse Practitioner,Advanced,15,Rotating 12h,23,10,136446,Yes,17,5,3,6.2
1452,42,Non-Binary,Pharmacy,Clinical Pharmacist,Intermediate,19,Night,68,5,177326,Yes,36,5,3,7.3
1453,30,Non-Binary,Outpatient,Scheduler,Advanced,1,Day,49,5,166755,Yes,67,5,1,6.4
1454,59,Non-Binary,Administration,HR Coordinator,Entry,0,Night,0,15,69466,Yes,73,1,3,6.8
1455,26,Non-Binary,Pharmacy,Pharmacist,Entry,4,Day,15,15,160168,No,67,2,4,6.4
1456,39,Male,Lab & Diagnostics,Lab Technician,Advanced,1,Rotating 12h,24,15,96005,Yes,27,1,2,6.2
1457,67,Male,Surgery,Surgical Nurse,Intermediate,31,Rotating 12h,35,20,58021,No,13,2,4,10.0
1458,36,Non-Binary,Surgery,Anesthesiologist,Intermediate,11,Swing,33,15,286798,No,54,1,2,6.8
1459,59,Male,Surgery,OR Coordinator,Advanced,21,Swing,11,15,159374,No,66,5,2,5.7
1460,28,Non-Binary,General Ward,CNA,Advanced,4,Swing,34,20,175476,No,68,1,2,8.7
1461,29,Non-Binary,Surgery,OR Coordinator,Specialist,2,Day,13,15,88902,Yes,45,2,1,6.8
1462,36,Male,Surgery,Surgical Nurse,Intermediate,12,Swing,17,5,132640,No,54,5,4,3.9
1463,23,Female,Lab & Diagnostics,Phlebotomist,Entry,1,Rotating 12h,39,5,129853,No,62,1,3,8.7
1464,50,Female,Outpatient,Physician,Intermediate,2,Swing,25,5,46870,No,44,3,3,4.8
1465,65,Male,Surgery,Surgical Nurse,Specialist,38,Rotating 12h,27,10,138368,Yes,43,4,3,5.9
1466,63,Male,Administration,HR Coordinator,Entry,26,Night,0,5,50641,Yes,16,2,2,5.4
1467,35,Male,General Ward,Registered Nurse,Specialist,6,Swing,8,0,149961,No,64,2,2,5.2
1468,41,Male,General Ward,Charge Nurse,Advanced,4,Rotating 12h,19,5,48678,No,38,4,4,5.4
1469,60,Male,Lab & Diagnostics,Pathologist,Advanced,38,Swing,16,20,166435,Yes,68,5,1,6.9
1470,35,Male,Surgery,Surgical Nurse,Intermediate,7,Night,16,0,123602,No,24,2,3,6.9
1471,55,Non-Binary,Surgery,Surgeon,Intermediate,25,Night,16,10,263896,Yes,53,5,5,7.0
1472,24,Female,Lab & Diagnostics,Phlebotomist,Intermediate,2,Night,23,0,142594,Yes,54,1,5,7.4
1473,53,Female,Outpatient,Medical Assistant,Specialist,16,Swing,30,15,178597,Yes,44,5,3,5.8
1474,42,Non-Binary,Emergency,ER Technician,Specialist,11,Rotating 12h,30,0,144173,Yes,75,2,5,6.1
1475,44,Female,ICU,Respiratory Therapist,Intermediate,21,Rotating 12h,20,0,115895,Yes,58,1,3,8.4
1476,30,Non-Binary,Outpatient,Nurse Practitioner,Specialist,5,Day,69,0,175634,No,11,2,4,5.8
1477,64,Male,Surgery,Surgical Nurse,Intermediate,8,Night,26,30,46497,Yes,37,4,4,7.6
1478,23,Male,Pharmacy,Clinical Pharmacist,Entry,1,Night,20,0,117515,Yes,53,2,1,6.3
1479,67,Non-Binary,ICU,Intensivist,Entry,22,Swing,28,5,280313,No,59,1,4,5.7
1480,23,Male,Lab & Diagnostics,Lab Technician,Entry,0,Rotating 12h,31,0,175848,No,72,4,2,6.6
1481,67,Non-Binary,Emergency,Paramedic,Advanced,33,Day,27,30,121069,No,53,4,3,7.0
1482,29,Non-Binary,Lab & Diagnostics,MRI Technician,Entry,4,Day,47,5,129496,Yes,67,2,2,6.8
1483,66,Male,ICU,ICU Technician,Advanced,12,Swing,21,20,157049,No,27,2,4,7.2
1484,42,Female,General Ward,Nurse Practitioner,Advanced,15,Rotating 12h,34,5,96500,No,17,2,5,7.9
1485,52,Female,General Ward,Ward Clerk,Entry,20,Night,37,0,127416,No,30,2,1,8.4
1486,27,Female,Emergency,Triage Nurse,Specialist,0,Night,28,20,104626,No,13,2,4,7.9
1487,38,Female,Pharmacy,Pharmacy Technician,Intermediate,0,Day,69,5,74607,Yes,27,1,2,7.1
1488,54,Non-Binary,Emergency,ER Physician,Specialist,21,Night,11,5,118326,Yes,34,3,2,6.8
1489,26,Non-Binary,Facilities,Safety Officer,Advanced,4,Rotating 12h,0,30,34548,No,42,1,2,8.1
1490,66,Female,Administration,HR Coordinator,Advanced,28,Swing,0,5,77836,Yes,42,4,4,3.7
1491,33,Female,Emergency,Paramedic,Entry,6,Night,31,5,104847,No,21,1,4,6.8
1492,59,Non-Binary,Outpatient,Physician,Specialist,20,Rotating 12h,71,0,82729,No,23,2,3,8.3
1493,45,Non-Binary,Emergency,Paramedic,Entry,9,Night,41,10,73092,No,74,2,5,7.3
1494,43,Female,Lab & Diagnostics,Radiologist,Advanced,9,Night,56,30,284083,Yes,14,2,2,9.7
1495,52,Non-Binary,General Ward,Ward Clerk,Specialist,20,Swing,41,5,126233,Yes,27,5,3,6.5
1496,47,Non-Binary,Administration,Billing Specialist,Advanced,5,Swing,0,15,77434,Yes,19,1,2,6.7
1497,40,Male,Facilities,Maintenance Technician,Specialist,2,Rotating 12h,0,5,57991,Yes,7,4,5,3.9
1498,41,Female,Outpatient,Physician,Intermediate,7,Swing,72,5,85566,Yes,15,3,3,5.9
1499,60,Non-Binary,Administration,Billing Specialist,Advanced,10,Swing,0,20,36659,Yes,25,4,4,5.0
1500,39,Non-Binary,Facilities,Maintenance Technician,Intermediate,9,Night,0,15,49783,No,62,5,1,5.6
1501,32,Male,Administration,Admin Assistant,Advanced,2,Night,0,10,56949,No,57,1,1,7.2
1502,54,Male,Lab & Diagnostics,MRI Technician,Specialist,24,Rotating 12h,58,15,48828,No,69,3,4,7.4
1503,62,Non-Binary,Outpatient,Nurse Practitioner,Intermediate,15,Rotating 12h,30,5,131586,No,28,4,2,4.6
1504,24,Non-Binary,ICU,ICU Technician,Specialist,2,Swing,13,30,137959,No,15,4,1,6.4
1505,43,Male,Pharmacy,Clinical Pharmacist,Entry,7,Night,70,15,84523,Yes,10,4,5,7.3
1506,58,Female,Administration,Billing Specialist,Entry,23,Rotating 12h,0,0,45410,Yes,75,1,5,6.2
1507,37,Non-Binary,Lab & Diagnostics,Lab Technician,Intermediate,14,Night,38,0,104865,Yes,45,3,2,6.5
1508,30,Female,Lab & Diagnostics,MRI Technician,Specialist,3,Rotating 12h,59,10,169935,No,60,5,3,8.0
1509,31,Female,Emergency,Triage Nurse,Entry,5,Swing,10,30,98758,No,17,2,4,6.7
1510,50,Non-Binary,Emergency,ER Physician,Advanced,15,Day,22,30,85993,Yes,54,5,3,6.6
1511,22,Non-Binary,Emergency,Paramedic,Intermediate,0,Day,36,20,142666,No,55,1,1,9.8
1512,65,Female,Surgery,OR Coordinator,Advanced,4,Day,31,10,83909,Yes,50,5,5,5.6
1513,63,Non-Binary,Administration,Admin Assistant,Entry,30,Day,0,30,84423,No,5,3,1,6.0
1514,45,Non-Binary,Emergency,Triage Nurse,Entry,1,Swing,20,0,123058,No,26,1,5,5.4
1515,49,Female,ICU,Intensivist,Specialist,10,Night,21,5,261035,No,37,2,1,8.2
1516,68,Male,Emergency,Paramedic,Advanced,36,Night,16,5,53531,No,69,5,1,6.5
1517,56,Non-Binary,General Ward,Ward Clerk,Entry,20,Day,15,0,119016,Yes,52,1,1,5.8
1518,41,Female,Surgery,Surgeon,Intermediate,3,Day,31,0,288154,No,64,4,1,4.4
1519,60,Female,Administration,Admin Assistant,Entry,23,Rotating 12h,0,10,43664,No,53,2,3,7.8
1520,25,Non-Binary,Facilities,Maintenance Technician,Advanced,3,Night,0,15,58068,No,46,2,1,6.7
1521,64,Non-Binary,Surgery,Anesthesiologist,Advanced,16,Day,25,20,281678,No,67,4,3,7.0
1522,31,Male,Emergency,ER Technician,Specialist,7,Day,8,5,158366,No,45,3,5,4.4
1523,56,Non-Binary,Emergency,Paramedic,Specialist,15,Night,21,10,108374,Yes,19,5,4,7.1
1524,52,Male,Administration,Admin Assistant,Specialist,19,Swing,0,0,81671,Yes,30,1,2,4.8
1525,47,Non-Binary,Facilities,Maintenance Technician,Intermediate,8,Rotating 12h,0,10,51611,No,73,4,4,3.4
1526,51,Male,Surgery,Anesthesiologist,Entry,21,Day,31,5,309989,No,22,3,1,5.9
1527,44,Female,Outpatient,Nurse Practitioner,Intermediate,9,Rotating 12h,34,5,164796,Yes,20,2,3,7.9
1528,59,Female,Surgery,OR Coordinator,Advanced,0,Night,34,5,71490,No,47,1,5,7.2
1529,26,Male,Surgery,OR Coordinator,Intermediate,3,Rotating 12h,16,20,35822,Yes,6,2,2,8.8
1530,40,Male,Outpatient,Nurse Practitioner,Specialist,15,Night,62,30,107700,No,67,1,2,9.5
1531,37,Female,Emergency,ER Technician,Specialist,8,Rotating 12h,8,5,60234,No,75,2,1,6.2
1532,55,Non-Binary,Administration,Billing Specialist,Entry,7,Day,0,0,57507,Yes,59,1,2,4.9
1533,38,Female,Emergency,ER Nurse,Entry,10,Rotating 12h,25,5,109699,Yes,33,1,2,7.7
1534,36,Male,Lab & Diagnostics,Radiologist,Specialist,3,Day,71,20,272255,Yes,44,4,3,7.0
1535,63,Male,ICU,Respiratory Therapist,Entry,19,Day,16,5,73100,Yes,71,2,3,7.4
1536,62,Non-Binary,Outpatient,Physician,Intermediate,7,Swing,21,5,92608,No,19,2,2,6.2
1537,22,Female,Emergency,ER Physician,Specialist,0,Night,14,15,150649,No,6,4,2,7.5
1538,43,Female,General Ward,Ward Clerk,Entry,2,Swing,20,30,137465,No,69,3,3,7.5
1539,44,Female,Lab & Diagnostics,Pathologist,Specialist,9,Swing,30,5,325677,No,26,1,3,5.2
1540,45,Female,Emergency,ER Technician,Advanced,8,Night,11,15,46113,No,62,1,1,8.1
1541,28,Male,Lab & Diagnostics,Phlebotomist,Advanced,0,Rotating 12h,75,10,108073,Yes,20,2,4,8.7
1542,26,Male,Lab & Diagnostics,Lab Technician,Entry,1,Night,71,5,71357,No,27,1,2,7.9
1543,41,Male,Facilities,Maintenance Technician,Entry,7,Swing,0,5,40944,Yes,13,4,3,4.0
1544,29,Male,Emergency,ER Physician,Intermediate,2,Night,21,0,158607,Yes,24,1,5,7.4
1545,37,Male,Emergency,Triage Nurse,Specialist,2,Day,31,0,156471,No,14,4,2,6.3
1546,51,Male,Surgery,Surgical Technician,Advanced,23,Swing,36,0,41310,No,20,3,5,6.3
1547,26,Male,ICU,ICU Technician,Intermediate,3,Rotating 12h,13,20,150669,No,64,3,3,9.2
1548,64,Non-Binary,General Ward,Charge Nurse,Entry,10,Rotating 12h,30,10,64153,No,29,5,1,5.4
1549,39,Female,General Ward,Nurse Practitioner,Specialist,0,Night,31,5,74947,Yes,71,4,5,6.2
1550,41,Male,Surgery,Surgical Technician,Intermediate,5,Swing,27,20,115520,No,43,5,1,5.4
1551,24,Non-Binary,General Ward,Nurse Practitioner,Advanced,1,Rotating 12h,32,10,92931,No,29,2,3,7.6
1552,32,Non-Binary,General Ward,Nurse Practitioner,Entry,3,Day,20,20,104268,Yes,5,3,1,6.4
1553,34,Non-Binary,General Ward,Ward Clerk,Advanced,5,Day,27,5,83392,No,11,2,3,4.8
1554,34,Male,Outpatient,Physician,Specialist,6,Day,43,5,68750,Yes,69,3,2,5.1
1555,44,Male,Emergency,ER Technician,Advanced,8,Day,22,5,68893,Yes,70,5,5,5.3
1556,28,Male,Administration,HR Coordinator,Specialist,5,Rotating 12h,0,10,65692,Yes,11,3,1,6.1
1557,56,Female,Administration,Admin Assistant,Intermediate,31,Night,0,5,68672,No,68,4,5,4.9
1558,38,Male,Facilities,Safety Officer,Advanced,14,Day,0,0,39778,No,11,4,4,4.3
1559,54,Non-Binary,Outpatient,Physician,Intermediate,19,Day,32,0,70777,Yes,74,4,4,5.5
1560,28,Female,ICU,ICU Technician,Entry,1,Night,23,0,163984,No,17,3,1,7.7
1561,32,Female,Surgery,Surgeon,Specialist,9,Night,33,5,327711,No,62,5,3,5.9
